,0,1,2,3,4,5,6,Year,Stock
28,Profit/Loss After Tax And Before ExtraOrdinary Items,9579.97,1345.89,1074.43,-1042.87,1370.24,,2018,piramalenterprises
29,Profit/Loss From Continuing Operations,9579.97,1345.89,1074.43,-1042.87,1370.24,,2018,piramalenterprises
30,Profit/Loss For The Period,9579.97,1345.89,1074.43,-468.42,1144.71,,2018,piramalenterprises
31,Minority Interest,0.00,-75.66,-80.52,2.89,2.97,,2018,piramalenterprises
32,Consolidated Profit/Loss After MI And Associates,9968.58,1923.11,1332.34,24.03,1467.06,,2018,piramalenterprises
33,OTHER ADDITIONAL INFORMATION,,,,,,,2018,piramalenterprises
34,EARNINGS PER SHARE,,,,,,,2018,piramalenterprises
35,Basic EPS (Rs.),418.00,81.00,56.00,1.00,72.00,,2018,piramalenterprises
36,Diluted EPS (Rs.),416.00,81.00,56.00,1.00,72.00,,2018,piramalenterprises
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2018,piramalenterprises
38,Equity Share Dividend,787.59,787.59,315.75,556.77,451.50,,2018,piramalenterprises
39,Tax On Dividend,0.00,0.00,0.00,114.45,91.27,,2018,piramalenterprises
0,Profit & Loss account of Piramal Enterprises (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2019,piramalenterprises
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2019,piramalenterprises
2,INCOME,,,,,,,2019,piramalenterprises
3,Revenue From Operations [Gross],8216.86,13829.31,12770.76,12969.23,11812.38,,2019,piramalenterprises
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2019,piramalenterprises
5,Revenue From Operations [Net],8216.86,13829.31,12770.76,12969.23,11812.38,,2019,piramalenterprises
6,Total Operating Revenues,8934.30,13993.30,12809.35,13068.29,11882.59,,2019,piramalenterprises
7,Other Income,152.44,720.11,363.64,491.11,309.61,,2019,piramalenterprises
8,Total Revenue,9086.74,14713.41,13172.99,13559.40,12192.20,,2019,piramalenterprises
9,EXPENSES,,,,,,,2019,piramalenterprises
10,Cost Of Materials Consumed,0.00,934.05,1412.20,1377.19,1217.64,,2019,piramalenterprises
11,Purchase Of Stock-In Trade,0.00,1603.46,664.69,473.45,289.24,,2019,piramalenterprises
12,Operating And Direct Expenses,5497.78,0.00,0.00,0.00,0.00,,2019,piramalenterprises
13,Changes In Inventories Of FGWIP And Stock In Trade,0.00,-6.52,-155.30,-173.82,3.57,,2019,piramalenterprises
14,Employee Benefit Expenses,930.05,2135.01,1650.47,1610.20,1507.72,,2019,piramalenterprises
15,Finance Costs,3994.32,4479.87,4208.53,5320.62,4100.26,,2019,piramalenterprises
16,Depreciation And Amortisation Expenses,122.88,665.78,560.88,520.30,400.52,,2019,piramalenterprises
17,Other Expenses,1161.91,2181.01,1773.04,3513.90,1998.54,,2019,piramalenterprises
18,Total Expenses,11551.08,12688.73,10114.51,12641.84,9517.49,,2019,piramalenterprises
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-2464.34,2024.68,3058.48,917.56,2674.71,,2019,piramalenterprises
20,Exceptional Items,8066.26,-168.00,58.86,0.00,-452.25,,2019,piramalenterprises
21,Profit/Loss Before Tax,5601.92,1856.68,3117.34,917.56,2222.46,,2019,piramalenterprises
22,Tax Expenses-Continued Operations,,,,,,,2019,piramalenterprises
23,Current Tax,2.69,934.77,377.79,355.81,711.50,,2019,piramalenterprises
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2019,piramalenterprises
25,Deferred Tax,-653.53,-423.98,406.83,-152.97,140.72,,2019,piramalenterprises
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2019,piramalenterprises
27,Total Tax Expenses,-3978.05,510.79,2042.91,1960.43,852.22,,2019,piramalenterprises
28,Profit/Loss After Tax And Before ExtraOrdinary Items,9579.97,1345.89,1074.43,-1042.87,1370.24,,2019,piramalenterprises
29,Profit/Loss From Continuing Operations,9579.97,1345.89,1074.43,-1042.87,1370.24,,2019,piramalenterprises
30,Profit/Loss For The Period,9579.97,1345.89,1074.43,-468.42,1144.71,,2019,piramalenterprises
31,Minority Interest,0.00,-75.66,-80.52,2.89,2.97,,2019,piramalenterprises
32,Consolidated Profit/Loss After MI And Associates,9968.58,1923.11,1332.34,24.03,1467.06,,2019,piramalenterprises
33,OTHER ADDITIONAL INFORMATION,,,,,,,2019,piramalenterprises
34,EARNINGS PER SHARE,,,,,,,2019,piramalenterprises
35,Basic EPS (Rs.),418.00,81.00,56.00,1.00,72.00,,2019,piramalenterprises
36,Diluted EPS (Rs.),416.00,81.00,56.00,1.00,72.00,,2019,piramalenterprises
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2019,piramalenterprises
38,Equity Share Dividend,787.59,787.59,315.75,556.77,451.50,,2019,piramalenterprises
39,Tax On Dividend,0.00,0.00,0.00,114.45,91.27,,2019,piramalenterprises
0,Profit & Loss account of Piramal Enterprises (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2020,piramalenterprises
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2020,piramalenterprises
2,INCOME,,,,,,,2020,piramalenterprises
3,Revenue From Operations [Gross],8216.86,13829.31,12770.76,12969.23,11812.38,,2020,piramalenterprises
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2020,piramalenterprises
5,Revenue From Operations [Net],8216.86,13829.31,12770.76,12969.23,11812.38,,2020,piramalenterprises
6,Total Operating Revenues,8934.30,13993.30,12809.35,13068.29,11882.59,,2020,piramalenterprises
7,Other Income,152.44,720.11,363.64,491.11,309.61,,2020,piramalenterprises
8,Total Revenue,9086.74,14713.41,13172.99,13559.40,12192.20,,2020,piramalenterprises
9,EXPENSES,,,,,,,2020,piramalenterprises
10,Cost Of Materials Consumed,0.00,934.05,1412.20,1377.19,1217.64,,2020,piramalenterprises
11,Purchase Of Stock-In Trade,0.00,1603.46,664.69,473.45,289.24,,2020,piramalenterprises
12,Operating And Direct Expenses,5497.78,0.00,0.00,0.00,0.00,,2020,piramalenterprises
13,Changes In Inventories Of FGWIP And Stock In Trade,0.00,-6.52,-155.30,-173.82,3.57,,2020,piramalenterprises
14,Employee Benefit Expenses,930.05,2135.01,1650.47,1610.20,1507.72,,2020,piramalenterprises
15,Finance Costs,3994.32,4479.87,4208.53,5320.62,4100.26,,2020,piramalenterprises
16,Depreciation And Amortisation Expenses,122.88,665.78,560.88,520.30,400.52,,2020,piramalenterprises
17,Other Expenses,1161.91,2181.01,1773.04,3513.90,1998.54,,2020,piramalenterprises
18,Total Expenses,11551.08,12688.73,10114.51,12641.84,9517.49,,2020,piramalenterprises
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-2464.34,2024.68,3058.48,917.56,2674.71,,2020,piramalenterprises
20,Exceptional Items,8066.26,-168.00,58.86,0.00,-452.25,,2020,piramalenterprises
21,Profit/Loss Before Tax,5601.92,1856.68,3117.34,917.56,2222.46,,2020,piramalenterprises
22,Tax Expenses-Continued Operations,,,,,,,2020,piramalenterprises
23,Current Tax,2.69,934.77,377.79,355.81,711.50,,2020,piramalenterprises
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2020,piramalenterprises
25,Deferred Tax,-653.53,-423.98,406.83,-152.97,140.72,,2020,piramalenterprises
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2020,piramalenterprises
27,Total Tax Expenses,-3978.05,510.79,2042.91,1960.43,852.22,,2020,piramalenterprises
28,Profit/Loss After Tax And Before ExtraOrdinary Items,9579.97,1345.89,1074.43,-1042.87,1370.24,,2020,piramalenterprises
29,Profit/Loss From Continuing Operations,9579.97,1345.89,1074.43,-1042.87,1370.24,,2020,piramalenterprises
30,Profit/Loss For The Period,9579.97,1345.89,1074.43,-468.42,1144.71,,2020,piramalenterprises
31,Minority Interest,0.00,-75.66,-80.52,2.89,2.97,,2020,piramalenterprises
32,Consolidated Profit/Loss After MI And Associates,9968.58,1923.11,1332.34,24.03,1467.06,,2020,piramalenterprises
33,OTHER ADDITIONAL INFORMATION,,,,,,,2020,piramalenterprises
34,EARNINGS PER SHARE,,,,,,,2020,piramalenterprises
35,Basic EPS (Rs.),418.00,81.00,56.00,1.00,72.00,,2020,piramalenterprises
36,Diluted EPS (Rs.),416.00,81.00,56.00,1.00,72.00,,2020,piramalenterprises
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2020,piramalenterprises
38,Equity Share Dividend,787.59,787.59,315.75,556.77,451.50,,2020,piramalenterprises
39,Tax On Dividend,0.00,0.00,0.00,114.45,91.27,,2020,piramalenterprises
0,Profit & Loss account of Piramal Enterprises (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2021,piramalenterprises
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2021,piramalenterprises
2,INCOME,,,,,,,2021,piramalenterprises
3,Revenue From Operations [Gross],8216.86,13829.31,12770.76,12969.23,11812.38,,2021,piramalenterprises
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2021,piramalenterprises
5,Revenue From Operations [Net],8216.86,13829.31,12770.76,12969.23,11812.38,,2021,piramalenterprises
6,Total Operating Revenues,8934.30,13993.30,12809.35,13068.29,11882.59,,2021,piramalenterprises
7,Other Income,152.44,720.11,363.64,491.11,309.61,,2021,piramalenterprises
8,Total Revenue,9086.74,14713.41,13172.99,13559.40,12192.20,,2021,piramalenterprises
9,EXPENSES,,,,,,,2021,piramalenterprises
10,Cost Of Materials Consumed,0.00,934.05,1412.20,1377.19,1217.64,,2021,piramalenterprises
11,Purchase Of Stock-In Trade,0.00,1603.46,664.69,473.45,289.24,,2021,piramalenterprises
12,Operating And Direct Expenses,5497.78,0.00,0.00,0.00,0.00,,2021,piramalenterprises
13,Changes In Inventories Of FGWIP And Stock In Trade,0.00,-6.52,-155.30,-173.82,3.57,,2021,piramalenterprises
14,Employee Benefit Expenses,930.05,2135.01,1650.47,1610.20,1507.72,,2021,piramalenterprises
15,Finance Costs,3994.32,4479.87,4208.53,5320.62,4100.26,,2021,piramalenterprises
16,Depreciation And Amortisation Expenses,122.88,665.78,560.88,520.30,400.52,,2021,piramalenterprises
17,Other Expenses,1161.91,2181.01,1773.04,3513.90,1998.54,,2021,piramalenterprises
18,Total Expenses,11551.08,12688.73,10114.51,12641.84,9517.49,,2021,piramalenterprises
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-2464.34,2024.68,3058.48,917.56,2674.71,,2021,piramalenterprises
20,Exceptional Items,8066.26,-168.00,58.86,0.00,-452.25,,2021,piramalenterprises
21,Profit/Loss Before Tax,5601.92,1856.68,3117.34,917.56,2222.46,,2021,piramalenterprises
22,Tax Expenses-Continued Operations,,,,,,,2021,piramalenterprises
23,Current Tax,2.69,934.77,377.79,355.81,711.50,,2021,piramalenterprises
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2021,piramalenterprises
25,Deferred Tax,-653.53,-423.98,406.83,-152.97,140.72,,2021,piramalenterprises
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2021,piramalenterprises
27,Total Tax Expenses,-3978.05,510.79,2042.91,1960.43,852.22,,2021,piramalenterprises
28,Profit/Loss After Tax And Before ExtraOrdinary Items,9579.97,1345.89,1074.43,-1042.87,1370.24,,2021,piramalenterprises
29,Profit/Loss From Continuing Operations,9579.97,1345.89,1074.43,-1042.87,1370.24,,2021,piramalenterprises
30,Profit/Loss For The Period,9579.97,1345.89,1074.43,-468.42,1144.71,,2021,piramalenterprises
31,Minority Interest,0.00,-75.66,-80.52,2.89,2.97,,2021,piramalenterprises
32,Consolidated Profit/Loss After MI And Associates,9968.58,1923.11,1332.34,24.03,1467.06,,2021,piramalenterprises
33,OTHER ADDITIONAL INFORMATION,,,,,,,2021,piramalenterprises
34,EARNINGS PER SHARE,,,,,,,2021,piramalenterprises
35,Basic EPS (Rs.),418.00,81.00,56.00,1.00,72.00,,2021,piramalenterprises
36,Diluted EPS (Rs.),416.00,81.00,56.00,1.00,72.00,,2021,piramalenterprises
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2021,piramalenterprises
38,Equity Share Dividend,787.59,787.59,315.75,556.77,451.50,,2021,piramalenterprises
39,Tax On Dividend,0.00,0.00,0.00,114.45,91.27,,2021,piramalenterprises
0,Profit & Loss account of Piramal Enterprises (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2022,piramalenterprises
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2022,piramalenterprises
2,INCOME,,,,,,,2022,piramalenterprises
3,Revenue From Operations [Gross],8216.86,13829.31,12770.76,12969.23,11812.38,,2022,piramalenterprises
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2022,piramalenterprises
5,Revenue From Operations [Net],8216.86,13829.31,12770.76,12969.23,11812.38,,2022,piramalenterprises
6,Total Operating Revenues,8934.30,13993.30,12809.35,13068.29,11882.59,,2022,piramalenterprises
7,Other Income,152.44,720.11,363.64,491.11,309.61,,2022,piramalenterprises
8,Total Revenue,9086.74,14713.41,13172.99,13559.40,12192.20,,2022,piramalenterprises
9,EXPENSES,,,,,,,2022,piramalenterprises
10,Cost Of Materials Consumed,0.00,934.05,1412.20,1377.19,1217.64,,2022,piramalenterprises
11,Purchase Of Stock-In Trade,0.00,1603.46,664.69,473.45,289.24,,2022,piramalenterprises
12,Operating And Direct Expenses,5497.78,0.00,0.00,0.00,0.00,,2022,piramalenterprises
13,Changes In Inventories Of FGWIP And Stock In Trade,0.00,-6.52,-155.30,-173.82,3.57,,2022,piramalenterprises
14,Employee Benefit Expenses,930.05,2135.01,1650.47,1610.20,1507.72,,2022,piramalenterprises
15,Finance Costs,3994.32,4479.87,4208.53,5320.62,4100.26,,2022,piramalenterprises
16,Depreciation And Amortisation Expenses,122.88,665.78,560.88,520.30,400.52,,2022,piramalenterprises
17,Other Expenses,1161.91,2181.01,1773.04,3513.90,1998.54,,2022,piramalenterprises
18,Total Expenses,11551.08,12688.73,10114.51,12641.84,9517.49,,2022,piramalenterprises
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-2464.34,2024.68,3058.48,917.56,2674.71,,2022,piramalenterprises
20,Exceptional Items,8066.26,-168.00,58.86,0.00,-452.25,,2022,piramalenterprises
21,Profit/Loss Before Tax,5601.92,1856.68,3117.34,917.56,2222.46,,2022,piramalenterprises
22,Tax Expenses-Continued Operations,,,,,,,2022,piramalenterprises
23,Current Tax,2.69,934.77,377.79,355.81,711.50,,2022,piramalenterprises
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2022,piramalenterprises
25,Deferred Tax,-653.53,-423.98,406.83,-152.97,140.72,,2022,piramalenterprises
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2022,piramalenterprises
27,Total Tax Expenses,-3978.05,510.79,2042.91,1960.43,852.22,,2022,piramalenterprises
28,Profit/Loss After Tax And Before ExtraOrdinary Items,9579.97,1345.89,1074.43,-1042.87,1370.24,,2022,piramalenterprises
29,Profit/Loss From Continuing Operations,9579.97,1345.89,1074.43,-1042.87,1370.24,,2022,piramalenterprises
30,Profit/Loss For The Period,9579.97,1345.89,1074.43,-468.42,1144.71,,2022,piramalenterprises
31,Minority Interest,0.00,-75.66,-80.52,2.89,2.97,,2022,piramalenterprises
32,Consolidated Profit/Loss After MI And Associates,9968.58,1923.11,1332.34,24.03,1467.06,,2022,piramalenterprises
33,OTHER ADDITIONAL INFORMATION,,,,,,,2022,piramalenterprises
34,EARNINGS PER SHARE,,,,,,,2022,piramalenterprises
35,Basic EPS (Rs.),418.00,81.00,56.00,1.00,72.00,,2022,piramalenterprises
36,Diluted EPS (Rs.),416.00,81.00,56.00,1.00,72.00,,2022,piramalenterprises
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2022,piramalenterprises
38,Equity Share Dividend,787.59,787.59,315.75,556.77,451.50,,2022,piramalenterprises
39,Tax On Dividend,0.00,0.00,0.00,114.45,91.27,,2022,piramalenterprises
0,Profit & Loss account of Piramal Enterprises (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2023,piramalenterprises
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2023,piramalenterprises
2,INCOME,,,,,,,2023,piramalenterprises
3,Revenue From Operations [Gross],8216.86,13829.31,12770.76,12969.23,11812.38,,2023,piramalenterprises
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2023,piramalenterprises
5,Revenue From Operations [Net],8216.86,13829.31,12770.76,12969.23,11812.38,,2023,piramalenterprises
6,Total Operating Revenues,8934.30,13993.30,12809.35,13068.29,11882.59,,2023,piramalenterprises
7,Other Income,152.44,720.11,363.64,491.11,309.61,,2023,piramalenterprises
8,Total Revenue,9086.74,14713.41,13172.99,13559.40,12192.20,,2023,piramalenterprises
9,EXPENSES,,,,,,,2023,piramalenterprises
10,Cost Of Materials Consumed,0.00,934.05,1412.20,1377.19,1217.64,,2023,piramalenterprises
11,Purchase Of Stock-In Trade,0.00,1603.46,664.69,473.45,289.24,,2023,piramalenterprises
12,Operating And Direct Expenses,5497.78,0.00,0.00,0.00,0.00,,2023,piramalenterprises
13,Changes In Inventories Of FGWIP And Stock In Trade,0.00,-6.52,-155.30,-173.82,3.57,,2023,piramalenterprises
14,Employee Benefit Expenses,930.05,2135.01,1650.47,1610.20,1507.72,,2023,piramalenterprises
15,Finance Costs,3994.32,4479.87,4208.53,5320.62,4100.26,,2023,piramalenterprises
16,Depreciation And Amortisation Expenses,122.88,665.78,560.88,520.30,400.52,,2023,piramalenterprises
17,Other Expenses,1161.91,2181.01,1773.04,3513.90,1998.54,,2023,piramalenterprises
18,Total Expenses,11551.08,12688.73,10114.51,12641.84,9517.49,,2023,piramalenterprises
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-2464.34,2024.68,3058.48,917.56,2674.71,,2023,piramalenterprises
20,Exceptional Items,8066.26,-168.00,58.86,0.00,-452.25,,2023,piramalenterprises
21,Profit/Loss Before Tax,5601.92,1856.68,3117.34,917.56,2222.46,,2023,piramalenterprises
22,Tax Expenses-Continued Operations,,,,,,,2023,piramalenterprises
23,Current Tax,2.69,934.77,377.79,355.81,711.50,,2023,piramalenterprises
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2023,piramalenterprises
25,Deferred Tax,-653.53,-423.98,406.83,-152.97,140.72,,2023,piramalenterprises
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2023,piramalenterprises
27,Total Tax Expenses,-3978.05,510.79,2042.91,1960.43,852.22,,2023,piramalenterprises
28,Profit/Loss After Tax And Before ExtraOrdinary Items,9579.97,1345.89,1074.43,-1042.87,1370.24,,2023,piramalenterprises
29,Profit/Loss From Continuing Operations,9579.97,1345.89,1074.43,-1042.87,1370.24,,2023,piramalenterprises
30,Profit/Loss For The Period,9579.97,1345.89,1074.43,-468.42,1144.71,,2023,piramalenterprises
31,Minority Interest,0.00,-75.66,-80.52,2.89,2.97,,2023,piramalenterprises
32,Consolidated Profit/Loss After MI And Associates,9968.58,1923.11,1332.34,24.03,1467.06,,2023,piramalenterprises
33,OTHER ADDITIONAL INFORMATION,,,,,,,2023,piramalenterprises
34,EARNINGS PER SHARE,,,,,,,2023,piramalenterprises
35,Basic EPS (Rs.),418.00,81.00,56.00,1.00,72.00,,2023,piramalenterprises
36,Diluted EPS (Rs.),416.00,81.00,56.00,1.00,72.00,,2023,piramalenterprises
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2023,piramalenterprises
38,Equity Share Dividend,787.59,787.59,315.75,556.77,451.50,,2023,piramalenterprises
39,Tax On Dividend,0.00,0.00,0.00,114.45,91.27,,2023,piramalenterprises
0,Profit & Loss account of Trent (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2018,trent
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2018,trent
2,INCOME,,,,,,,2018,trent
3,Revenue From Operations [Gross],8799.17,4811.65,2785.51,3744.75,2825.03,,2018,trent
4,Less: Excise/Sevice Tax/Other Levies,686.84,394.38,238.61,303.44,239.28,,2018,trent
5,Revenue From Operations [Net],8112.33,4417.27,2546.90,3441.31,2585.75,,2018,trent
6,Total Operating Revenues,8242.02,4498.02,2592.96,3485.98,2630.24,,2018,trent
7,Other Income,260.92,175.21,201.60,144.50,40.82,,2018,trent
8,Total Revenue,8502.94,4673.23,2794.56,3630.48,2671.06,,2018,trent
9,EXPENSES,,,,,,,2018,trent
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,,2018,trent
11,Purchase Of Stock-In Trade,5211.05,2920.38,1371.64,1951.64,1459.67,,2018,trent
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,2018,trent
13,Changes In Inventories Of FGWIP And Stock In Trade,-491.31,-438.84,162.36,-69.89,-148.23,,2018,trent
14,Employee Benefit Expenses,655.23,398.95,301.86,358.52,286.81,,2018,trent
15,Finance Costs,369.22,304.74,248.65,245.80,36.75,,2018,trent
16,Depreciation And Amortisation Expenses,493.69,310.82,257.30,247.24,51.67,,2018,trent
17,Other Expenses,1793.40,1043.66,585.20,701.75,804.27,,2018,trent
18,Total Expenses,8031.28,4539.71,2927.01,3435.06,2490.94,,2018,trent
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",471.66,133.52,-132.45,195.42,180.12,,2018,trent
20,Exceptional Items,-3.00,-27.44,-1.01,0.00,0.00,,2018,trent
21,Profit/Loss Before Tax,468.66,106.08,-133.46,195.42,180.12,,2018,trent
22,Tax Expenses-Continued Operations,,,,,,,2018,trent
23,Current Tax,170.44,89.14,0.89,64.50,70.03,,2018,trent
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2018,trent
25,Deferred Tax,-11.83,-12.43,-15.97,-2.62,6.29,,2018,trent
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2018,trent
27,Total Tax Expenses,158.44,76.62,-23.69,59.01,73.61,,2018,trent
28,Profit/Loss After Tax And Before ExtraOrdinary Items,310.22,29.46,-109.77,136.41,106.51,,2018,trent
29,Profit/Loss From Continuing Operations,310.22,29.46,-109.77,136.41,106.49,,2018,trent
30,Profit/Loss For The Period,310.22,29.46,-109.77,136.41,106.49,,2018,trent
31,Minority Interest,51.00,71.23,34.96,16.80,2.12,,2018,trent
32,Consolidated Profit/Loss After MI And Associates,444.69,105.83,-146.17,122.78,96.96,,2018,trent
33,OTHER ADDITIONAL INFORMATION,,,,,,,2018,trent
34,EARNINGS PER SHARE,,,,,,,2018,trent
35,Basic EPS (Rs.),13.00,3.00,-4.00,4.00,3.00,,2018,trent
36,Diluted EPS (Rs.),13.00,3.00,-4.00,4.00,3.00,,2018,trent
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2018,trent
38,Equity Share Dividend,39.10,42.66,35.55,52.08,46.07,,2018,trent
39,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,,2018,trent
0,Profit & Loss account of Trent (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2019,trent
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2019,trent
2,INCOME,,,,,,,2019,trent
3,Revenue From Operations [Gross],8799.17,4811.65,2785.51,3744.75,2825.03,,2019,trent
4,Less: Excise/Sevice Tax/Other Levies,686.84,394.38,238.61,303.44,239.28,,2019,trent
5,Revenue From Operations [Net],8112.33,4417.27,2546.90,3441.31,2585.75,,2019,trent
6,Total Operating Revenues,8242.02,4498.02,2592.96,3485.98,2630.24,,2019,trent
7,Other Income,260.92,175.21,201.60,144.50,40.82,,2019,trent
8,Total Revenue,8502.94,4673.23,2794.56,3630.48,2671.06,,2019,trent
9,EXPENSES,,,,,,,2019,trent
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,,2019,trent
11,Purchase Of Stock-In Trade,5211.05,2920.38,1371.64,1951.64,1459.67,,2019,trent
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,2019,trent
13,Changes In Inventories Of FGWIP And Stock In Trade,-491.31,-438.84,162.36,-69.89,-148.23,,2019,trent
14,Employee Benefit Expenses,655.23,398.95,301.86,358.52,286.81,,2019,trent
15,Finance Costs,369.22,304.74,248.65,245.80,36.75,,2019,trent
16,Depreciation And Amortisation Expenses,493.69,310.82,257.30,247.24,51.67,,2019,trent
17,Other Expenses,1793.40,1043.66,585.20,701.75,804.27,,2019,trent
