,0,1,2,3,Stock,4,5,6
1,Net Sales/Income from operations,3750.65,1331.00,280.01,pvrinox,3414.44,3085.56,
2,Other Operating Income,--,--,--,pvrinox,--,--,
3,Total Income From Operations,3750.65,1331.00,280.01,pvrinox,3414.44,3085.56,
4,EXPENDITURE,,,,pvrinox,,,
5,Consumption of Raw Materials,310.18,--,--,pvrinox,--,--,
6,Purchase of Traded Goods,--,--,--,pvrinox,--,--,
7,Increase/Decrease in Stocks,--,--,--,pvrinox,--,--,
8,Power & Fuel,--,--,--,pvrinox,--,--,
9,Employees Cost,438.90,269.25,217.08,pvrinox,393.81,337.26,
10,Depreciation,753.32,614.40,574.82,pvrinox,542.46,191.28,
11,Excise Duty,--,--,--,pvrinox,--,--,
12,Admin. And Selling Expenses,--,--,--,pvrinox,--,--,
13,R & D Expenses,--,--,--,pvrinox,--,--,
14,Provisions And Contingencies,--,--,--,pvrinox,--,--,
15,Exp. Capitalised,--,--,--,pvrinox,--,--,
16,Other Expenses,1953.88,956.02,397.86,pvrinox,1944.04,2161.97,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",294.37,-508.67,-909.75,pvrinox,534.13,395.05,
18,Other Income,79.08,326.13,469.34,pvrinox,37.79,33.14,
19,"P/L Before Int., Excpt. Items & Tax",373.45,-182.54,-440.41,pvrinox,571.92,428.19,
20,Interest,571.62,498.17,497.84,pvrinox,481.79,128.01,
21,P/L Before Exceptional Items & Tax,-198.17,-680.71,-938.25,pvrinox,90.13,300.18,
22,Exceptional Items,-10.82,--,--,pvrinox,--,--,
23,P/L Before Tax,-208.99,-680.71,-938.25,pvrinox,90.13,300.18,
24,Tax,127.41,-192.20,-190.63,pvrinox,62.74,109.66,
25,P/L After Tax from Ordinary Activities,-336.40,-488.51,-747.62,pvrinox,27.39,190.52,
26,Prior Year Adjustments,--,--,--,pvrinox,--,--,
27,Extra Ordinary Items,--,--,--,pvrinox,--,--,
28,Net Profit/(Loss) For the Period,-336.40,-488.51,-747.62,pvrinox,27.39,190.52,
29,Minority Interest,1.33,0.27,0.42,pvrinox,0.45,-5.74,
30,Share Of P/L Of Associates,--,--,-0.59,pvrinox,-0.54,-1.15,
31,Net P/L After M.I & Associates,-335.07,-488.24,-747.79,pvrinox,27.30,183.63,
32,Equity Share Capital,97.97,61.00,60.76,pvrinox,51.35,46.74,
33,Reserves Excluding Revaluation Reserves,7231.88,1308.76,1764.33,pvrinox,1423.55,1192.75,
34,Equity Dividend Rate (%),--,--,--,pvrinox,--,--,
35,EPS Before Extra Ordinary,,,,pvrinox,,,
36,Basic EPS,-51.59,-80.23,-135.64,pvrinox,5.50,39.29,
37,Diluted EPS,-51.59,-80.23,-135.64,pvrinox,5.47,39.04,
38,EPS After Extra Ordinary,,,,pvrinox,,,
39,Basic EPS.,-51.59,-80.23,-135.64,pvrinox,5.50,39.29,
40,Diluted EPS.,-51.59,-80.23,-135.64,pvrinox,5.47,39.04,
41,Public Share Holding,,,,pvrinox,,,
42,No Of Shares (Crores),--,--,--,pvrinox,--,--,
43,Share Holding (%),--,--,--,pvrinox,--,--,
44,Promoters and Promoter Group Shareholding,,,,pvrinox,,,
45,a) Pledged/Encumbered,,,,pvrinox,,,
46,- Number of shares (Crores),--,--,--,pvrinox,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,pvrinox,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,pvrinox,--,--,
49,b) Non-encumbered,,,,pvrinox,,,
50,- Number of shares (Crores).,--,--,--,pvrinox,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,pvrinox,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,pvrinox,--,--,
0,Yearly Results of Persistent Systems (in Rs. Cr.),Mar '23,Mar '22,Mar '21,persistentsystems,Mar '20,Mar '19,
1,Net Sales/Income from operations,8350.59,5710.75,4187.89,persistentsystems,3565.81,3365.94,
2,Other Operating Income,--,--,--,persistentsystems,--,--,
3,Total Income From Operations,8350.59,5710.75,4187.89,persistentsystems,3565.81,3365.94,
4,EXPENDITURE,,,,persistentsystems,,,
5,Consumption of Raw Materials,--,--,--,persistentsystems,--,--,
6,Purchase of Traded Goods,--,--,--,persistentsystems,--,--,
7,Increase/Decrease in Stocks,--,--,--,persistentsystems,--,--,
8,Power & Fuel,--,--,--,persistentsystems,--,--,
9,Employees Cost,6012.17,3459.31,2515.80,persistentsystems,2155.64,1924.95,
10,Depreciation,271.90,166.01,175.55,persistentsystems,165.96,157.25,
11,Excise Duty,--,--,--,persistentsystems,--,--,
12,Admin. And Selling Expenses,--,--,--,persistentsystems,--,--,
13,R & D Expenses,--,--,--,persistentsystems,--,--,
14,Provisions And Contingencies,--,--,--,persistentsystems,--,--,
15,Exp. Capitalised,--,--,--,persistentsystems,--,--,
16,Other Expenses,819.30,1293.27,989.07,persistentsystems,917.91,890.38,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",1247.23,792.16,507.47,persistentsystems,326.30,393.36,
18,Other Income,70.62,143.96,107.77,persistentsystems,132.38,93.29,
19,"P/L Before Int., Excpt. Items & Tax",1317.85,936.11,615.24,persistentsystems,458.67,486.64,
20,Interest,47.34,11.84,5.79,persistentsystems,6.33,0.31,
21,P/L Before Exceptional Items & Tax,1270.51,924.28,609.44,persistentsystems,452.34,486.34,
22,Exceptional Items,-29.66,--,--,persistentsystems,--,--,
23,P/L Before Tax,1240.85,924.28,609.44,persistentsystems,452.34,486.34,
24,Tax,319.76,233.89,158.77,persistentsystems,112.05,134.66,
25,P/L After Tax from Ordinary Activities,921.09,690.39,450.68,persistentsystems,340.29,351.68,
26,Prior Year Adjustments,--,--,--,persistentsystems,--,--,
27,Extra Ordinary Items,--,--,--,persistentsystems,--,--,
28,Net Profit/(Loss) For the Period,921.09,690.39,450.68,persistentsystems,340.29,351.68,
29,Minority Interest,--,--,--,persistentsystems,--,--,
30,Share Of P/L Of Associates,--,--,--,persistentsystems,--,--,
31,Net P/L After M.I & Associates,921.09,690.39,450.68,persistentsystems,340.29,351.68,
32,Equity Share Capital,76.43,76.43,76.43,persistentsystems,76.43,79.12,
33,Reserves Excluding Revaluation Reserves,3659.42,3177.31,2672.17,persistentsystems,2280.28,2265.56,
34,Equity Dividend Rate (%),--,--,--,persistentsystems,--,--,
35,EPS Before Extra Ordinary,,,,persistentsystems,,,
36,Basic EPS,123.73,90.34,58.97,persistentsystems,44.38,43.99,
37,Diluted EPS,120.52,90.34,58.97,persistentsystems,44.38,43.99,
38,EPS After Extra Ordinary,,,,persistentsystems,,,
39,Basic EPS.,123.73,90.34,58.97,persistentsystems,44.38,43.99,
40,Diluted EPS.,120.52,90.34,58.97,persistentsystems,44.38,43.99,
41,Public Share Holding,,,,persistentsystems,,,
42,No Of Shares (Crores),--,--,--,persistentsystems,--,--,
43,Share Holding (%),--,--,--,persistentsystems,--,--,
44,Promoters and Promoter Group Shareholding,,,,persistentsystems,,,
45,a) Pledged/Encumbered,,,,persistentsystems,,,
46,- Number of shares (Crores),--,--,--,persistentsystems,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,persistentsystems,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,persistentsystems,--,--,
49,b) Non-encumbered,,,,persistentsystems,,,
50,- Number of shares (Crores).,--,--,--,persistentsystems,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,persistentsystems,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,persistentsystems,--,--,
0,Yearly Results of Petronet LNG (in Rs. Cr.),Mar '23,Mar '22,Mar '21,petronetlng,Mar '20,Mar '19,
1,Net Sales/Income from operations,59899.35,43168.57,26022.90,petronetlng,35452.00,38395.43,
2,Other Operating Income,--,--,--,petronetlng,--,--,
3,Total Income From Operations,59899.35,43168.57,26022.90,petronetlng,35452.00,38395.43,
4,EXPENDITURE,,,,petronetlng,,,
5,Consumption of Raw Materials,53952.35,37077.47,20681.50,petronetlng,30495.94,34416.95,
6,Purchase of Traded Goods,--,--,--,petronetlng,--,--,
7,Increase/Decrease in Stocks,--,--,--,petronetlng,--,--,
8,Power & Fuel,--,--,--,petronetlng,--,--,
9,Employees Cost,169.10,177.92,147.11,petronetlng,125.76,125.87,
10,Depreciation,764.34,768.46,784.09,petronetlng,776.13,411.24,
11,Excise Duty,--,--,--,petronetlng,--,--,
12,Admin. And Selling Expenses,--,--,--,petronetlng,--,--,
13,R & D Expenses,--,--,--,petronetlng,--,--,
14,Provisions And Contingencies,--,--,--,petronetlng,--,--,
15,Exp. Capitalised,--,--,--,petronetlng,--,--,
16,Other Expenses,923.95,664.49,494.75,petronetlng,840.83,559.16,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",4089.61,4480.23,3915.45,petronetlng,3213.34,2882.21,
18,Other Income,523.07,297.73,359.08,petronetlng,363.57,445.79,
19,"P/L Before Int., Excpt. Items & Tax",4612.68,4777.96,4274.53,petronetlng,3576.91,3328.00,
20,Interest,330.51,317.33,335.95,petronetlng,403.20,98.92,
21,P/L Before Exceptional Items & Tax,4282.17,4460.63,3938.58,petronetlng,3173.71,3229.08,
22,Exceptional Items,--,--,--,petronetlng,-72.06,--,
23,P/L Before Tax,4282.17,4460.63,3938.58,petronetlng,3101.65,3229.08,
24,Tax,1094.38,1121.17,1018.28,petronetlng,413.05,1078.15,
25,P/L After Tax from Ordinary Activities,3187.79,3339.46,2920.30,petronetlng,2688.60,2150.93,
26,Prior Year Adjustments,--,--,--,petronetlng,--,--,
27,Extra Ordinary Items,--,--,--,petronetlng,--,--,
28,Net Profit/(Loss) For the Period,3187.79,3339.46,2920.30,petronetlng,2688.60,2150.93,
29,Minority Interest,--,--,--,petronetlng,--,--,
30,Share Of P/L Of Associates,138.03,98.65,18.93,petronetlng,14.75,79.63,
31,Net P/L After M.I & Associates,3325.82,3438.11,2939.23,petronetlng,2703.35,2230.56,
32,Equity Share Capital,1500.00,1500.00,1500.00,petronetlng,1500.00,1500.00,
33,Reserves Excluding Revaluation Reserves,13764.56,12168.09,10306.90,petronetlng,9620.92,8730.58,
34,Equity Dividend Rate (%),--,--,--,petronetlng,--,--,
35,EPS Before Extra Ordinary,,,,petronetlng,,,
36,Basic EPS,22.17,22.92,19.59,petronetlng,18.02,14.87,
37,Diluted EPS,22.17,22.92,19.59,petronetlng,18.02,14.87,
38,EPS After Extra Ordinary,,,,petronetlng,,,
39,Basic EPS.,22.17,22.92,19.59,petronetlng,18.02,14.87,
40,Diluted EPS.,22.17,22.92,19.59,petronetlng,18.02,14.87,
41,Public Share Holding,,,,petronetlng,,,
42,No Of Shares (Crores),--,--,--,petronetlng,--,--,
43,Share Holding (%),--,--,--,petronetlng,--,--,
44,Promoters and Promoter Group Shareholding,,,,petronetlng,,,
45,a) Pledged/Encumbered,,,,petronetlng,,,
46,- Number of shares (Crores),--,--,--,petronetlng,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,petronetlng,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,petronetlng,--,--,
49,b) Non-encumbered,,,,petronetlng,,,
50,- Number of shares (Crores).,--,--,--,petronetlng,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,petronetlng,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,petronetlng,--,--,
0,Yearly Results of Pidilite Industries (in Rs. Cr.),Mar '23,Mar '22,Mar '21,pidiliteindustries,Mar '20,Mar '19,
1,Net Sales/Income from operations,11799.10,9920.96,7292.71,pidiliteindustries,7294.47,7078.74,
2,Other Operating Income,--,--,--,pidiliteindustries,--,--,
3,Total Income From Operations,11799.10,9920.96,7292.71,pidiliteindustries,7294.47,7078.74,
4,EXPENDITURE,,,,pidiliteindustries,,,
5,Consumption of Raw Materials,5958.67,5040.74,3017.82,pidiliteindustries,2997.71,3265.51,
6,Purchase of Traded Goods,862.45,648.40,477.17,pidiliteindustries,383.57,396.28,
7,Increase/Decrease in Stocks,-61.72,-244.96,-118.32,pidiliteindustries,21.22,-75.21,
8,Power & Fuel,--,--,--,pidiliteindustries,--,--,
9,Employees Cost,1245.63,1112.36,980.86,pidiliteindustries,927.22,836.66,
10,Depreciation,269.74,239.61,200.66,pidiliteindustries,169.92,132.74,
11,Excise Duty,--,--,--,pidiliteindustries,--,--,
12,Admin. And Selling Expenses,--,--,--,pidiliteindustries,--,--,
13,R & D Expenses,--,--,--,pidiliteindustries,--,--,
14,Provisions And Contingencies,--,--,--,pidiliteindustries,--,--,
15,Exp. Capitalised,--,--,--,pidiliteindustries,--,--,
16,Other Expenses,1809.70,1517.13,1254.56,pidiliteindustries,1388.73,1287.29,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",1714.63,1607.68,1479.96,pidiliteindustries,1406.10,1235.47,
18,Other Income,49.61,36.30,79.40,pidiliteindustries,149.43,146.64,
19,"P/L Before Int., Excpt. Items & Tax",1764.24,1643.98,1559.36,pidiliteindustries,1555.53,1382.11,
20,Interest,47.64,42.08,37.23,pidiliteindustries,33.60,26.07,
21,P/L Before Exceptional Items & Tax,1716.60,1601.90,1522.13,pidiliteindustries,1521.93,1356.04,
22,Exceptional Items,--,--,-3.62,pidiliteindustries,-55.19,-18.02,
23,P/L Before Tax,1716.60,1601.90,1518.51,pidiliteindustries,1466.74,1338.02,
24,Tax,434.37,407.02,396.36,pidiliteindustries,347.72,413.23,
25,P/L After Tax from Ordinary Activities,1282.23,1194.88,1122.15,pidiliteindustries,1119.02,924.79,
26,Prior Year Adjustments,--,--,--,pidiliteindustries,--,--,
27,Extra Ordinary Items,--,--,--,pidiliteindustries,--,--,
28,Net Profit/(Loss) For the Period,1282.23,1194.88,1122.15,pidiliteindustries,1119.02,924.79,
29,Minority Interest,-15.62,0.80,5.09,pidiliteindustries,-5.63,--,
30,Share Of P/L Of Associates,6.64,11.88,3.98,pidiliteindustries,3.03,3.60,
31,Net P/L After M.I & Associates,1273.25,1207.56,1131.22,pidiliteindustries,1116.42,928.39,
32,Equity Share Capital,50.83,50.83,50.82,pidiliteindustries,50.81,50.80,
33,Reserves Excluding Revaluation Reserves,7117.81,6319.83,5516.72,pidiliteindustries,4393.91,4087.64,
34,Equity Dividend Rate (%),--,--,--,pidiliteindustries,--,--,
35,EPS Before Extra Ordinary,,,,pidiliteindustries,,,
36,Basic EPS,25.05,23.76,22.26,pidiliteindustries,21.98,18.21,
37,Diluted EPS,25.03,23.75,22.24,pidiliteindustries,21.97,18.20,
38,EPS After Extra Ordinary,,,,pidiliteindustries,,,
39,Basic EPS.,25.05,23.76,22.26,pidiliteindustries,21.98,18.21,
40,Diluted EPS.,25.03,23.75,22.24,pidiliteindustries,21.97,18.20,
41,Public Share Holding,,,,pidiliteindustries,,,
42,No Of Shares (Crores),--,--,--,pidiliteindustries,--,--,
43,Share Holding (%),--,--,--,pidiliteindustries,--,--,
44,Promoters and Promoter Group Shareholding,,,,pidiliteindustries,,,
45,a) Pledged/Encumbered,,,,pidiliteindustries,,,
46,- Number of shares (Crores),--,--,--,pidiliteindustries,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,pidiliteindustries,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,pidiliteindustries,--,--,
49,b) Non-encumbered,,,,pidiliteindustries,,,
50,- Number of shares (Crores).,--,--,--,pidiliteindustries,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,pidiliteindustries,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,pidiliteindustries,--,--,
0,Yearly Results of Piramal Enterprises (in Rs. Cr.),Mar '23,Mar '22,Mar '21,piramalenterprises,Mar '20,Mar '19,
1,Net Sales/Income from operations,8934.30,13993.30,12809.35,piramalenterprises,13068.29,13215.34,
2,Other Operating Income,--,--,--,piramalenterprises,--,--,
3,Total Income From Operations,8934.30,13993.30,12809.35,piramalenterprises,13068.29,13215.34,
4,EXPENDITURE,,,,piramalenterprises,,,
5,Consumption of Raw Materials,--,934.05,1412.20,piramalenterprises,1377.19,1216.76,
6,Purchase of Traded Goods,--,1603.46,664.69,piramalenterprises,473.45,307.36,
7,Increase/Decrease in Stocks,--,-6.52,-155.30,piramalenterprises,-173.82,5.09,
8,Power & Fuel,--,--,--,piramalenterprises,--,--,
9,Employees Cost,930.05,2135.01,1650.47,piramalenterprises,1610.20,2250.35,
10,Depreciation,122.88,665.78,560.88,piramalenterprises,520.30,520.15,
11,Excise Duty,--,--,--,piramalenterprises,--,--,
12,Admin. And Selling Expenses,--,--,--,piramalenterprises,--,--,
13,R & D Expenses,--,--,--,piramalenterprises,--,--,
14,Provisions And Contingencies,-155.86,696.07,--,piramalenterprises,--,--,
15,Exp. Capitalised,--,--,--,piramalenterprises,--,--,
16,Other Expenses,6659.69,2181.01,1773.04,piramalenterprises,3513.90,2341.18,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",1377.54,5784.44,6903.37,piramalenterprises,5747.07,6574.45,
18,Other Income,152.44,720.11,363.64,piramalenterprises,491.11,312.80,
19,"P/L Before Int., Excpt. Items & Tax",1529.98,6504.55,7267.01,piramalenterprises,6238.18,6887.25,
20,Interest,3994.32,4479.87,4208.53,piramalenterprises,5320.62,4409.74,
21,P/L Before Exceptional Items & Tax,-2464.34,2024.68,3058.48,piramalenterprises,917.56,2477.51,
22,Exceptional Items,8066.26,-168.00,58.86,piramalenterprises,--,-465.64,
23,P/L Before Tax,5601.92,1856.68,3117.34,piramalenterprises,917.56,2011.87,
24,Tax,-3978.05,510.79,2042.91,piramalenterprises,1960.43,861.13,
25,P/L After Tax from Ordinary Activities,9579.97,1345.89,1074.43,piramalenterprises,-1042.87,1150.74,
26,Prior Year Adjustments,--,--,--,piramalenterprises,--,--,
27,Extra Ordinary Items,--,--,--,piramalenterprises,574.45,--,
28,Net Profit/(Loss) For the Period,9579.97,1345.89,1074.43,piramalenterprises,-468.42,1150.74,
29,Minority Interest,--,-75.66,-80.52,piramalenterprises,2.89,2.97,
30,Share Of P/L Of Associates,388.61,652.88,338.43,piramalenterprises,489.56,319.38,
31,Net P/L After M.I & Associates,9968.58,1923.11,1332.34,piramalenterprises,24.03,1473.09,
32,Equity Share Capital,47.73,47.73,45.11,piramalenterprises,45.11,36.89,
33,Reserves Excluding Revaluation Reserves,31011.29,35441.40,32445.50,piramalenterprises,28999.13,23823.43,
34,Equity Dividend Rate (%),--,--,--,piramalenterprises,--,--,
35,EPS Before Extra Ordinary,,,,piramalenterprises,,,
36,Basic EPS,417.68,80.70,56.19,piramalenterprises,1.14,74.16,
37,Diluted EPS,416.30,80.40,55.68,piramalenterprises,1.14,73.86,
38,EPS After Extra Ordinary,,,,piramalenterprises,,,
39,Basic EPS.,417.68,80.70,56.19,piramalenterprises,1.14,74.16,
40,Diluted EPS.,416.30,80.40,55.68,piramalenterprises,1.14,73.86,
41,Public Share Holding,,,,piramalenterprises,,,
42,No Of Shares (Crores),--,--,--,piramalenterprises,--,--,
43,Share Holding (%),--,--,--,piramalenterprises,--,--,
44,Promoters and Promoter Group Shareholding,,,,piramalenterprises,,,
45,a) Pledged/Encumbered,,,,piramalenterprises,,,
46,- Number of shares (Crores),--,--,--,piramalenterprises,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,piramalenterprises,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,piramalenterprises,--,--,
49,b) Non-encumbered,,,,piramalenterprises,,,
50,- Number of shares (Crores).,--,--,--,piramalenterprises,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,piramalenterprises,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,piramalenterprises,--,--,
0,Yearly Results of Polycab India (in Rs. Cr.),Mar '23,Mar '22,Mar '21,polycabindia,Mar '20,Mar '19,
1,Net Sales/Income from operations,14107.78,12203.76,8926.54,polycabindia,8829.96,7955.98,
2,Other Operating Income,--,--,--,polycabindia,--,--,
3,Total Income From Operations,14107.78,12203.76,8926.54,polycabindia,8829.96,7955.98,
4,EXPENDITURE,,,,polycabindia,,,
5,Consumption of Raw Materials,9771.16,9204.25,5791.64,polycabindia,5863.71,5482.32,
6,Purchase of Traded Goods,569.91,642.70,638.17,polycabindia,424.61,337.04,
7,Increase/Decrease in Stocks,34.68,-492.75,68.43,polycabindia,-237.15,-107.70,
