,0,1,2,3,Stock,4,5,6
12,Deferred Tax Liabilities [Net],2462.00,2475.00,2662.00,upl,2777.00,2197.00,
13,Other Long Term Liabilities,1288.00,1043.00,1378.00,upl,631.00,136.00,
14,Long Term Provisions,217.00,52.00,38.00,upl,24.00,20.00,
15,Total Non-Current Liabilities,24111.00,25175.00,26224.00,upl,30803.00,28736.00,
16,CURRENT LIABILITIES,,,,upl,,,
17,Short Term Borrowings,2855.00,4261.00,1414.00,upl,1298.00,2478.00,
18,Trade Payables,17614.00,16552.00,12525.00,upl,10233.00,9847.00,
19,Other Current Liabilities,8065.00,6635.00,4823.00,upl,4045.00,3024.00,
20,Short Term Provisions,503.00,748.00,865.00,upl,1110.00,912.00,
21,Total Current Liabilities,29037.00,28196.00,19627.00,upl,16686.00,16261.00,
22,Total Capital And Liabilities,88577.00,82679.00,70431.00,upl,70083.00,63166.00,
23,ASSETS,,,,upl,,,
24,NON-CURRENT ASSETS,,,,upl,,,
25,Tangible Assets,9070.00,8078.00,7147.00,upl,6238.00,4690.00,
26,Intangible Assets,9745.00,9751.00,9929.00,upl,10842.00,10832.00,
27,Capital Work-In-Progress,1197.00,1184.00,899.00,upl,1059.00,1166.00,
28,Fixed Assets,21633.00,20330.00,19193.00,upl,19153.00,17377.00,
29,Non-Current Investments,1578.00,1082.00,581.00,upl,558.00,706.00,
30,Deferred Tax Assets [Net],2661.00,2076.00,1666.00,upl,1655.00,731.00,
31,Long Term Loans And Advances,57.00,67.00,181.00,upl,157.00,156.00,
32,Other Non-Current Assets,722.00,1032.00,1051.00,upl,1078.00,847.00,
33,Total Non-Current Assets,46549.00,42951.00,40361.00,upl,40842.00,36444.00,
34,CURRENT ASSETS,,,,upl,,,
35,Current Investments,46.00,840.00,37.00,upl,0.00,2.00,
36,Inventories,13985.00,13078.00,9422.00,upl,7850.00,9133.00,
37,Trade Receivables,18224.00,15328.00,12591.00,upl,11867.00,11679.00,
38,Cash And Cash Equivalents,6097.00,6120.00,4853.00,upl,6752.00,2851.00,
39,Short Term Loans And Advances,25.00,16.00,55.00,upl,40.00,51.00,
40,OtherCurrentAssets,3651.00,4346.00,3112.00,upl,2732.00,3006.00,
41,Total Current Assets,42028.00,39728.00,30070.00,upl,29241.00,26722.00,
42,Total Assets,88577.00,82679.00,70431.00,upl,70083.00,63166.00,
43,OTHER ADDITIONAL INFORMATION,,,,upl,,,
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,upl,,,
45,Contingent Liabilities,1788.00,1659.00,781.00,upl,785.00,550.00,
46,BONUS DETAILS,,,,upl,,,
47,Bonus Equity Share Capital,91.86,91.86,91.86,upl,91.86,40.86,
48,NON-CURRENT INVESTMENTS,,,,upl,,,
49,Non-Current Investments Quoted Market Value,0.00,953.00,116.00,upl,77.00,133.00,
50,Non-Current Investments Unquoted Book Value,0.00,0.00,85.00,upl,131.00,161.00,
51,CURRENT INVESTMENTS,,,,upl,,,
52,Current Investments Quoted Market Value,0.00,0.00,0.00,upl,0.00,0.00,
53,Current Investments Unquoted Book Value,0.00,0.00,37.00,upl,0.00,2.00,
0,Balance Sheet of UltraTech Cement (in Rs. Cr.),Mar 23,Mar 22,Mar 21,ultratechcement,Mar 20,Mar 19,
1,,12 mths,12 mths,12 mths,ultratechcement,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,ultratechcement,,,
3,SHAREHOLDER'S FUNDS,,,,ultratechcement,,,
4,Equity Share Capital,288.69,288.67,288.65,ultratechcement,288.63,274.64,
5,Total Share Capital,288.69,288.67,288.65,ultratechcement,288.63,274.64,
6,Reserves and Surplus,53955.67,50096.89,43842.41,ultratechcement,38719.30,28064.65,
7,Total Reserves and Surplus,53955.67,50096.89,43842.41,ultratechcement,38719.30,28064.65,
8,Total Shareholders Funds,54324.54,50435.27,44174.68,ultratechcement,39043.76,28362.29,
9,Minority Interest,55.63,-3.06,5.72,ultratechcement,7.52,12.15,
10,NON-CURRENT LIABILITIES,,,,ultratechcement,,,
11,Long Term Borrowings,5356.41,5303.00,13548.45,ultratechcement,17367.52,20650.38,
12,Deferred Tax Liabilities [Net],6260.11,6033.24,6040.68,ultratechcement,4911.99,6411.42,
13,Other Long Term Liabilities,1334.27,1286.31,1456.77,ultratechcement,1063.89,6.35,
14,Long Term Provisions,624.21,617.84,365.49,ultratechcement,244.53,173.23,
15,Total Non-Current Liabilities,13575.00,13240.39,21411.39,ultratechcement,23587.93,27241.38,
16,CURRENT LIABILITIES,,,,ultratechcement,,,
17,Short Term Borrowings,4544.37,4899.84,4235.13,ultratechcement,4106.12,3668.40,
18,Trade Payables,7209.30,5862.83,4699.28,ultratechcement,3362.89,3159.70,
19,Other Current Liabilities,11473.69,9144.54,11135.46,ultratechcement,8563.13,8111.32,
20,Short Term Provisions,204.43,247.98,521.85,ultratechcement,548.44,593.83,
21,Total Current Liabilities,23431.79,20155.19,20591.72,ultratechcement,16580.58,15533.25,
22,Total Capital And Liabilities,91386.96,83827.79,86183.51,ultratechcement,79219.79,76537.43,
23,ASSETS,,,,ultratechcement,,,
24,NON-CURRENT ASSETS,,,,ultratechcement,,,
25,Tangible Assets,47670.64,43770.79,43625.35,ultratechcement,45281.40,44643.29,
26,Intangible Assets,5579.10,5466.57,5566.41,ultratechcement,5617.07,5777.99,
27,Capital Work-In-Progress,4034.91,4777.25,1680.96,ultratechcement,909.52,1148.63,
28,Fixed Assets,57290.13,54022.03,50878.44,ultratechcement,51818.06,51574.60,
29,Non-Current Investments,1460.35,1372.43,1284.24,ultratechcement,1685.00,1404.84,
30,Deferred Tax Assets [Net],6.56,16.35,7.16,ultratechcement,5.98,12.06,
31,Long Term Loans And Advances,9.22,9.59,167.14,ultratechcement,1231.67,1156.29,
32,Other Non-Current Assets,5548.54,4667.71,3576.39,ultratechcement,3505.13,3212.06,
33,Total Non-Current Assets,70644.06,66338.32,62133.22,ultratechcement,64498.33,63583.19,
34,CURRENT ASSETS,,,,ultratechcement,,,
35,Current Investments,5836.60,4963.34,10893.87,ultratechcement,4243.69,1516.49,
36,Inventories,6611.83,5595.58,4017.97,ultratechcement,4183.35,4098.96,
37,Trade Receivables,3867.02,3071.61,2571.73,ultratechcement,2383.22,2787.03,
38,Cash And Cash Equivalents,1149.59,359.18,2007.55,ultratechcement,539.91,739.68,
39,Short Term Loans And Advances,7.67,6.86,114.65,ultratechcement,197.73,197.78,
40,OtherCurrentAssets,3270.19,3492.90,4444.52,ultratechcement,3173.56,3614.30,
41,Total Current Assets,20742.90,17489.47,24050.29,ultratechcement,14721.46,12954.24,
42,Total Assets,91386.96,83827.79,86183.51,ultratechcement,79219.79,76537.43,
43,OTHER ADDITIONAL INFORMATION,,,,ultratechcement,,,
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,ultratechcement,,,
45,Contingent Liabilities,8948.27,7130.66,6960.10,ultratechcement,4925.10,5393.90,
46,BONUS DETAILS,,,,ultratechcement,,,
47,Bonus Equity Share Capital,0.00,0.00,0.00,ultratechcement,0.00,0.00,
48,NON-CURRENT INVESTMENTS,,,,ultratechcement,,,
49,Non-Current Investments Quoted Market Value,442.96,573.58,1147.87,ultratechcement,709.27,470.90,
50,Non-Current Investments Unquoted Book Value,141.38,768.68,107.57,ultratechcement,952.53,915.26,
51,CURRENT INVESTMENTS,,,,ultratechcement,,,
52,Current Investments Quoted Market Value,567.83,210.77,137.98,ultratechcement,75.96,59.18,
53,Current Investments Unquoted Book Value,5268.77,4752.57,10755.89,ultratechcement,4167.73,1457.31,
0,Balance Sheet of United Breweries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,unitedbreweries,Mar 20,Mar 19,
1,,12 mths,12 mths,12 mths,unitedbreweries,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,unitedbreweries,,,
3,SHAREHOLDER'S FUNDS,,,,unitedbreweries,,,
4,Equity Share Capital,26.44,26.44,26.44,unitedbreweries,26.44,26.44,
5,Total Share Capital,26.44,26.44,26.44,unitedbreweries,26.44,26.44,
6,Reserves and Surplus,3938.45,3908.68,3555.84,unitedbreweries,3493.82,3157.33,
7,Total Reserves and Surplus,3938.45,3908.68,3555.84,unitedbreweries,3493.82,3157.33,
8,Total Shareholders Funds,3964.89,3935.12,3582.28,unitedbreweries,3520.26,3183.77,
9,Minority Interest,4.61,4.14,3.75,unitedbreweries,3.34,3.04,
10,NON-CURRENT LIABILITIES,,,,unitedbreweries,,,
11,Long Term Borrowings,0.00,0.00,115.24,unitedbreweries,8.90,75.43,
12,Deferred Tax Liabilities [Net],0.00,0.00,0.00,unitedbreweries,0.00,11.44,
13,Other Long Term Liabilities,29.19,31.03,11.09,unitedbreweries,11.31,9.55,
14,Long Term Provisions,4.24,4.41,1.60,unitedbreweries,16.58,1.63,
15,Total Non-Current Liabilities,33.43,35.44,127.93,unitedbreweries,36.79,98.05,
16,CURRENT LIABILITIES,,,,unitedbreweries,,,
17,Short Term Borrowings,0.00,0.00,0.17,unitedbreweries,160.15,6.00,
18,Trade Payables,716.98,638.00,618.08,unitedbreweries,545.04,590.22,
19,Other Current Liabilities,1458.41,1234.39,1428.87,unitedbreweries,1195.39,1422.36,
20,Short Term Provisions,102.07,102.22,91.08,unitedbreweries,89.86,80.97,
21,Total Current Liabilities,2277.46,1974.61,2138.20,unitedbreweries,1990.44,2099.55,
22,Total Capital And Liabilities,6280.39,5949.31,5852.16,unitedbreweries,5550.83,5384.41,
23,ASSETS,,,,unitedbreweries,,,
24,NON-CURRENT ASSETS,,,,unitedbreweries,,,
25,Tangible Assets,1921.71,1890.08,1922.03,unitedbreweries,1877.94,1725.99,
26,Intangible Assets,0.00,16.38,20.98,unitedbreweries,23.93,26.94,
27,Capital Work-In-Progress,0.00,109.89,128.79,unitedbreweries,199.12,189.92,
28,Fixed Assets,1921.71,2016.35,2071.80,unitedbreweries,2100.99,1942.85,
29,Non-Current Investments,8.05,8.35,6.06,unitedbreweries,0.27,0.27,
30,Deferred Tax Assets [Net],45.01,38.44,34.97,unitedbreweries,27.77,0.00,
31,Long Term Loans And Advances,0.00,0.00,0.00,unitedbreweries,0.00,0.00,
32,Other Non-Current Assets,612.72,500.59,409.32,unitedbreweries,436.14,415.71,
33,Total Non-Current Assets,2593.94,2570.18,2528.60,unitedbreweries,2589.38,2383.04,
34,CURRENT ASSETS,,,,unitedbreweries,,,
35,Current Investments,0.00,0.00,0.00,unitedbreweries,0.00,0.00,
36,Inventories,1427.81,935.81,1136.68,unitedbreweries,1093.93,1032.46,
37,Trade Receivables,1407.32,1254.86,1394.99,unitedbreweries,1350.38,1510.99,
38,Cash And Cash Equivalents,395.29,909.68,469.28,unitedbreweries,78.59,46.17,
39,Short Term Loans And Advances,0.00,0.00,0.00,unitedbreweries,0.00,0.00,
40,OtherCurrentAssets,456.03,278.78,322.61,unitedbreweries,438.55,411.75,
41,Total Current Assets,3686.45,3379.13,3323.56,unitedbreweries,2961.45,3001.37,
42,Total Assets,6280.39,5949.31,5852.16,unitedbreweries,5550.83,5384.41,
43,OTHER ADDITIONAL INFORMATION,,,,unitedbreweries,,,
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,unitedbreweries,,,
45,Contingent Liabilities,0.00,1385.86,1072.04,unitedbreweries,1256.44,1234.86,
46,BONUS DETAILS,,,,unitedbreweries,,,
47,Bonus Equity Share Capital,0.00,0.00,0.00,unitedbreweries,0.00,0.00,
48,NON-CURRENT INVESTMENTS,,,,unitedbreweries,,,
49,Non-Current Investments Quoted Market Value,0.00,2.78,3.00,unitedbreweries,0.00,0.00,
50,Non-Current Investments Unquoted Book Value,0.00,5.57,3.06,unitedbreweries,0.27,0.27,
51,CURRENT INVESTMENTS,,,,unitedbreweries,,,
52,Current Investments Quoted Market Value,0.00,0.00,0.00,unitedbreweries,0.00,0.00,
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,unitedbreweries,0.00,0.00,
0,Balance Sheet of United Spirits (in Rs. Cr.),Mar 23,Mar 22,Mar 21,unitedspirits,Mar 20,Mar 19,
1,,12 mths,12 mths,12 mths,unitedspirits,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,unitedspirits,,,
3,SHAREHOLDER'S FUNDS,,,,unitedspirits,,,
4,Equity Share Capital,145.50,145.30,145.30,unitedspirits,145.30,145.30,
5,Total Share Capital,145.50,145.30,145.30,unitedspirits,145.30,145.30,
6,Reserves and Surplus,5854.00,4808.40,3974.50,unitedspirits,3582.70,2945.00,
7,Total Reserves and Surplus,5854.00,4808.40,3974.50,unitedspirits,3582.70,2945.00,
8,Total Shareholders Funds,5999.50,4953.70,4119.80,unitedspirits,3728.00,3090.30,
9,Minority Interest,0.00,-78.90,-60.90,unitedspirits,-41.30,-3.10,
10,NON-CURRENT LIABILITIES,,,,unitedspirits,,,
11,Long Term Borrowings,0.30,0.90,2.20,unitedspirits,14.70,780.40,
12,Deferred Tax Liabilities [Net],45.10,48.30,26.10,unitedspirits,7.60,0.00,
13,Other Long Term Liabilities,80.00,134.10,102.50,unitedspirits,140.30,0.00,
14,Long Term Provisions,12.30,14.90,9.60,unitedspirits,8.20,53.50,
15,Total Non-Current Liabilities,137.70,198.20,140.40,unitedspirits,170.80,833.90,
16,CURRENT LIABILITIES,,,,unitedspirits,,,
17,Short Term Borrowings,0.80,340.80,874.50,unitedspirits,1606.00,2089.40,
18,Trade Payables,1782.50,1582.10,1417.20,unitedspirits,1199.40,1408.30,
19,Other Current Liabilities,1467.90,1427.40,1472.20,unitedspirits,1734.50,1344.40,
20,Short Term Provisions,373.10,488.00,573.80,unitedspirits,453.90,345.70,
21,Total Current Liabilities,3624.30,3838.30,4337.70,unitedspirits,4993.80,5187.80,
22,Total Capital And Liabilities,9761.50,8911.30,8537.00,unitedspirits,8851.30,9108.90,
23,ASSETS,,,,unitedspirits,,,
24,NON-CURRENT ASSETS,,,,unitedspirits,,,
25,Tangible Assets,1176.20,1475.80,1496.60,unitedspirits,1551.30,1418.20,
26,Intangible Assets,356.70,358.00,375.50,unitedspirits,383.60,373.70,
27,Capital Work-In-Progress,66.80,87.70,88.30,unitedspirits,104.10,101.90,
28,Fixed Assets,1615.70,1929.50,1968.80,unitedspirits,2056.00,1910.30,
29,Non-Current Investments,30.10,0.00,0.00,unitedspirits,21.90,25.20,
30,Deferred Tax Assets [Net],157.30,147.80,171.10,unitedspirits,159.00,290.00,
31,Long Term Loans And Advances,0.00,0.00,16.20,unitedspirits,18.40,22.70,
32,Other Non-Current Assets,1722.50,1649.60,1556.90,unitedspirits,1704.70,1547.60,
33,Total Non-Current Assets,3526.90,3747.90,3734.00,unitedspirits,3981.00,3845.10,
34,CURRENT ASSETS,,,,unitedspirits,,,
35,Current Investments,255.80,222.10,0.00,unitedspirits,0.00,0.00,
36,Inventories,2230.00,2156.70,2051.90,unitedspirits,1927.50,1934.30,
37,Trade Receivables,2434.00,2373.60,2187.20,unitedspirits,2283.50,2542.50,
38,Cash And Cash Equivalents,883.30,60.30,83.90,unitedspirits,73.50,282.90,
39,Short Term Loans And Advances,16.30,11.30,15.60,unitedspirits,16.00,16.90,
40,OtherCurrentAssets,415.20,339.40,464.40,unitedspirits,569.80,487.20,
41,Total Current Assets,6234.60,5163.40,4803.00,unitedspirits,4870.30,5263.80,
42,Total Assets,9761.50,8911.30,8537.00,unitedspirits,8851.30,9108.90,
43,OTHER ADDITIONAL INFORMATION,,,,unitedspirits,,,
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,unitedspirits,,,
45,Contingent Liabilities,1477.70,2099.00,1614.30,unitedspirits,1810.80,1933.20,
46,BONUS DETAILS,,,,unitedspirits,,,
47,Bonus Equity Share Capital,0.00,0.00,0.00,unitedspirits,0.00,0.00,
48,NON-CURRENT INVESTMENTS,,,,unitedspirits,,,
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,unitedspirits,0.00,0.00,
50,Non-Current Investments Unquoted Book Value,20.00,0.00,0.00,unitedspirits,0.00,0.00,
51,CURRENT INVESTMENTS,,,,unitedspirits,,,
52,Current Investments Quoted Market Value,0.00,0.00,0.00,unitedspirits,0.00,0.00,
53,Current Investments Unquoted Book Value,255.80,222.10,0.00,unitedspirits,0.00,0.00,
0,Balance Sheet of Vedanta (in Rs. Cr.),Mar 23,Mar 22,Mar 21,vedanta,Mar 20,Mar 19,
1,,12 mths,12 mths,12 mths,vedanta,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,vedanta,,,
3,SHAREHOLDER'S FUNDS,,,,vedanta,,,
4,Equity Share Capital,372.00,372.00,372.00,vedanta,372.00,372.00,
5,Total Share Capital,374.00,374.00,374.00,vedanta,374.00,374.00,
6,Reserves and Surplus,39051.00,65011.00,61906.00,vedanta,54263.00,61925.00,
7,Total Reserves and Surplus,39051.00,65011.00,61906.00,vedanta,54263.00,61925.00,
8,Total Shareholders Funds,39425.00,65385.00,62280.00,vedanta,54637.00,62299.00,
9,Minority Interest,10004.00,17321.00,15138.00,vedanta,17112.00,15227.00,
10,NON-CURRENT LIABILITIES,,,,vedanta,,,
11,Long Term Borrowings,43474.00,36203.00,37960.00,vedanta,36722.00,34719.00,
12,Deferred Tax Liabilities [Net],5922.00,4435.00,2215.00,vedanta,2885.00,4484.00,
13,Other Long Term Liabilities,6079.00,6157.00,5848.00,vedanta,6116.00,6077.00,
14,Long Term Provisions,3426.00,3386.00,3132.00,vedanta,2828.00,2596.00,
15,Total Non-Current Liabilities,58901.00,50181.00,49155.00,vedanta,48551.00,47876.00,
16,CURRENT LIABILITIES,,,,vedanta,,,
17,Short Term Borrowings,22706.00,16904.00,11698.00,vedanta,22021.00,22982.00,
18,Trade Payables,24744.00,21531.00,7892.00,vedanta,8027.00,17352.00,
19,Other Current Liabilities,40195.00,26861.00,39181.00,vedanta,32919.00,35920.00,
20,Short Term Provisions,381.00,417.00,353.00,vedanta,355.00,387.00,
21,Total Current Liabilities,88026.00,65713.00,59124.00,vedanta,63322.00,76641.00,
22,Total Capital And Liabilities,196356.00,198600.00,185697.00,vedanta,183622.00,202043.00,
23,ASSETS,,,,vedanta,,,
24,NON-CURRENT ASSETS,,,,vedanta,,,
25,Tangible Assets,93607.00,91990.00,89429.00,vedanta,88022.00,95515.00,
26,Intangible Assets,1976.00,1476.00,1041.00,vedanta,882.00,882.00,
27,Capital Work-In-Progress,17434.00,14230.00,13880.00,vedanta,16837.00,22236.00,
28,Fixed Assets,115273.00,109345.00,106784.00,vedanta,107489.00,121356.00,
29,Non-Current Investments,514.00,151.00,156.00,vedanta,95.00,4891.00,
30,Deferred Tax Assets [Net],8495.00,5085.00,5860.00,vedanta,6889.00,3475.00,
31,Long Term Loans And Advances,10.00,3166.00,5069.00,vedanta,17.00,20.00,
32,Other Non-Current Assets,11557.00,12278.00,11636.00,vedanta,11612.00,12473.00,
33,Total Non-Current Assets,135849.00,130025.00,129505.00,vedanta,126102.00,142215.00,
34,CURRENT ASSETS,,,,vedanta,,,
35,Current Investments,12636.00,17140.00,16504.00,vedanta,24658.00,28174.00,
36,Inventories,15012.00,14313.00,9923.00,vedanta,11335.00,13198.00,
37,Trade Receivables,4014.00,4946.00,3491.00,vedanta,2697.00,3982.00,
38,Cash And Cash Equivalents,9254.00,15592.00,16629.00,vedanta,12502.00,8369.00,
39,Short Term Loans And Advances,3760.00,2304.00,2019.00,vedanta,85.00,82.00,
40,OtherCurrentAssets,15831.00,14280.00,7626.00,vedanta,6243.00,6023.00,
41,Total Current Assets,60507.00,68575.00,56192.00,vedanta,57520.00,59828.00,
42,Total Assets,196356.00,198600.00,185697.00,vedanta,183622.00,202043.00,
43,OTHER ADDITIONAL INFORMATION,,,,vedanta,,,
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,vedanta,,,
45,Contingent Liabilities,36080.00,31036.00,33352.00,vedanta,31278.00,68024.00,
46,BONUS DETAILS,,,,vedanta,,,
47,Bonus Equity Share Capital,68.52,68.52,68.52,vedanta,68.52,68.52,
48,NON-CURRENT INVESTMENTS,,,,vedanta,,,
49,Non-Current Investments Quoted Market Value,253.00,137.00,143.00,vedanta,81.00,104.00,
50,Non-Current Investments Unquoted Book Value,263.00,16.00,18.00,vedanta,19.00,4792.00,
51,CURRENT INVESTMENTS,,,,vedanta,,,
52,Current Investments Quoted Market Value,8073.00,9933.00,10186.00,vedanta,17061.00,21791.00,
53,Current Investments Unquoted Book Value,4563.00,7207.00,6318.00,vedanta,7597.00,6383.00,
0,Balance Sheet of Vodafone Idea Limited (in Rs. Cr.),Mar 23,Mar 22,Mar 21,vodafoneidealimited,Mar 20,Mar 19,
1,,12 mths,12 mths,12 mths,vodafoneidealimited,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,vodafoneidealimited,,,
3,SHAREHOLDER'S FUNDS,,,,vodafoneidealimited,,,
4,Equity Share Capital,48679.70,32118.80,28735.40,vodafoneidealimited,28735.40,8735.60,
5,Total Share Capital,48679.70,32118.80,28735.40,vodafoneidealimited,28735.40,8735.60,
6,Reserves and Surplus,-123042.60,-94088.60,-66999.50,vodafoneidealimited,-22821.10,50832.30,
7,Total Reserves and Surplus,-123042.60,-94088.60,-66999.50,vodafoneidealimited,-22821.10,50832.30,
8,Total Shareholders Funds,-74359.10,-61964.80,-38228.00,vodafoneidealimited,5979.90,59634.80,
9,Minority Interest,0.00,0.00,0.00,vodafoneidealimited,0.00,0.00,
10,NON-CURRENT LIABILITIES,,,,vodafoneidealimited,,,
11,Long Term Borrowings,935.10,175950.80,157415.50,vodafoneidealimited,96280.40,104402.90,
12,Deferred Tax Liabilities [Net],0.00,0.00,2.20,vodafoneidealimited,3.80,47.10,
13,Other Long Term Liabilities,220620.50,18870.80,17846.80,vodafoneidealimited,28534.40,11029.60,
14,Long Term Provisions,23.50,38.40,41.60,vodafoneidealimited,342.10,346.70,
15,Total Non-Current Liabilities,221579.10,194860.00,175306.10,vodafoneidealimited,125160.70,115826.30,
16,CURRENT LIABILITIES,,,,vodafoneidealimited,,,
17,Short Term Borrowings,12295.90,14966.90,0.00,vodafoneidealimited,32.20,4120.70,
18,Trade Payables,13536.40,13169.90,13275.70,vodafoneidealimited,11763.40,12648.60,
19,Other Current Liabilities,34175.60,32973.30,53081.00,vodafoneidealimited,83934.10,37431.20,
20,Short Term Provisions,14.80,23.80,45.80,vodafoneidealimited,49.30,37.90,
21,Total Current Liabilities,60022.70,61133.90,66402.50,vodafoneidealimited,95779.00,54238.40,
22,Total Capital And Liabilities,207242.70,194029.10,203480.60,vodafoneidealimited,226919.60,229699.50,
23,ASSETS,,,,vodafoneidealimited,,,
24,NON-CURRENT ASSETS,,,,vodafoneidealimited,,,
25,Tangible Assets,59821.10,53632.70,57570.40,vodafoneidealimited,66377.30,50319.80,
26,Intangible Assets,96434.10,103185.90,109920.00,vodafoneidealimited,119459.20,127476.70,
27,Capital Work-In-Progress,300.30,323.90,599.60,vodafoneidealimited,1041.50,2358.70,
28,Fixed Assets,174131.60,157182.90,168096.30,vodafoneidealimited,186974.60,182899.50,
